chr7	5100000	6100000
chr7	6400000	6600000
chr7	7200000	12800000
chr7	13100000	15900000
chr7	17100000	18800000
chr7	20000000	24200000
chr7	25900000	26700000
chr7	26800000	27100000
chr7	31100000	34100000
chr7	38100000	38200000
chr7	38300000	39500000
chr7	39600000	41500000
chr7	41600000	42500000
chr7	47000000	48800000
chr7	49000000	49200000
chr7	49900000	55800000
chr7	56200000	63800000
chr7	64400000	64700000
chr7	68400000	73100000
chr7	73900000	75400000
chr7	75900000	78800000
chr7	83000000	83600000
chr7	84300000	89200000
chr7	89400000	89900000
chr7	90300000	92600000
chr7	92900000	96100000
chr7	96500000	96600000
chr7	97100000	97300000
chr7	102500000	105500000
chr7	105600000	107300000
chr7	107400000	107500000
chr7	107600000	109100000
chr7	114300000	114400000
chr7	114800000	115500000
chr7	115600000	116000000
chr7	116700000	117400000
chr7	117600000	118000000
chr7	119000000	119700000
chr7	120400000	120600000
chr7	123500000	125400000
chr7	137800000	138100000
chr7	138200000	138300000
chr7	140200000	140800000
chr14	6900000	7000000
chr14	8400000	11400000
chr14	12400000	14000000
chr14	14100000	14700000
chr14	14800000	19700000
chr14	22800000	23000000
chr14	26200000	26300000
chr14	28600000	28900000
chr14	34800000	36900000
chr14	37000000	40900000
chr14	41000000	45200000
chr14	49200000	50800000
chr14	51100000	51900000
chr14	52400000	53600000
chr14	68200000	69100000
chr14	70800000	72500000
chr14	72800000	73100000
chr14	73600000	74700000
chr14	79800000	86700000
chr14	87200000	99000000
chr14	100500000	101500000
chr14	101900000	103000000
chr14	103700000	105000000
chr14	105400000	105500000
chr14	106000000	117900000
chr14	122700000	122800000
chr14	123000000	124800000
chrY	100000	200000
chrY	300000	1500000
chrY	1700000	2900000
chrY	4900000	5000000
chrY	5100000	5300000
chrY	6000000	6100000
chrY	6400000	6500000
chrY	6600000	6900000
chrY	7000000	8700000
chr8	3800000	4100000
chr8	4700000	8500000
chr8	9000000	9100000
chr8	9300000	9400000
chr8	9500000	9700000
chr8	15100000	18500000
chr8	18900000	19800000
chr8	20800000	22000000
chr8	27300000	31100000
chr8	31200000	33200000
chr8	36700000	40300000
chr8	40800000	40900000
chr8	41400000	43200000
chr8	43400000	44900000
chr8	45400000	45700000
chr8	48800000	55200000
chr8	55400000	57300000
chr8	57800000	60900000
chr8	61700000	64600000
chr8	65100000	68000000
chr8	68100000	68200000
chr8	68400000	68700000
chr8	72800000	75000000
chr8	75200000	77400000
chr8	77700000	78000000
chr8	79800000	80700000
chr8	81000000	83100000
chr8	93200000	93400000
chr8	95900000	104100000
chr8	104700000	105000000
chr8	112100000	114400000
chr8	115200000	116300000
chr8	127400000	129300000
chr19	3100000	3300000
chr19	7600000	8700000
chr19	9100000	9900000
chr19	11000000	11900000
chr19	12000000	12700000
chr19	12800000	14400000
chr19	14700000	15900000
chr19	17400000	18600000
chr19	18800000	21600000
chr19	21800000	23000000
chr19	24700000	24800000
chr19	25700000	27400000
chr19	27500000	27700000
chr19	28200000	28300000
chr19	30200000	32100000
chr19	33000000	34800000
chr19	35000000	36100000
chr19	39000000	40200000
chr19	42800000	43400000
chr19	48000000	53000000
chr19	54100000	55200000
chr19	59400000	60200000
chr19	60300000	60500000
chr19	61300000	61400000
chr1	3000000	4500000
chr1	4600000	4700000
chr1	5200000	6200000
chr1	6300000	7000000
chr1	7400000	9500000
chr1	10400000	10800000
chr1	11600000	12600000
chr1	13900000	14100000
chr1	14800000	15600000
chr1	16700000	20700000
chr1	21300000	22400000
chr1	22500000	23300000
chr1	23400000	23800000
chr1	24300000	30800000
chr1	31000000	33500000
chr1	40900000	42600000
chr1	44200000	51400000
chr1	55600000	56800000
chr1	57000000	57200000
chr1	61300000	61400000
chr1	61500000	61600000
chr1	61700000	62100000
chr1	62200000	62300000
chr1	65300000	66700000
chr1	66800000	71500000
chr1	75900000	77200000
chr1	77600000	78000000
chr1	78700000	79700000
chr1	79800000	80200000
chr1	80400000	82700000
chr1	83100000	83800000
chr1	83900000	84100000
chr1	85000000	85600000
chr1	88200000	88300000
chr1	93900000	94000000
chr1	94100000	97700000
chr1	97800000	98000000
chr1	98100000	105500000
chr1	106400000	106500000
chr1	106800000	118300000
chr1	121600000	125400000
chr1	125700000	127100000
chr1	128800000	130400000
chr1	137300000	138800000
chr1	139200000	139400000
chr1	139500000	143600000
chr1	143800000	150400000
chr1	150500000	151000000
chr1	154400000	154500000
chr1	154600000	154700000
chr1	157500000	159200000
chr1	159500000	160100000
chr1	161400000	161600000
chr1	162800000	163300000
chr1	163400000	163800000
chr1	166400000	166900000
chr1	167100000	167200000
chr1	168000000	168300000
chr1	168400000	169900000
chr1	172600000	176700000
chr1	183700000	183900000
chr1	193400000	195400000
chr6	3100000	3200000
chr6	3300000	3500000
chr6	3600000	4500000
chr6	6900000	7600000
chr6	8800000	11900000
chr6	12100000	13600000
chr6	13700000	15700000
chr6	15800000	17000000
chr6	17100000	17500000
chr6	18000000	22000000
chr6	22100000	22300000
chr6	22500000	23000000
chr6	23400000	24600000
chr6	24700000	28400000
chr6	35400000	35500000
chr6	35600000	37000000
chr6	39900000	40200000
chr6	40500000	42300000
chr6	42400000	47200000
chr6	55500000	56700000
chr6	56900000	61000000
chr6	61200000	65000000
chr6	65200000	67000000
chr6	67300000	70800000
chr6	73300000	81900000
chr6	89700000	90300000
chr6	95300000	95500000
chr6	95800000	97000000
chr6	98200000	98300000
chr6	100900000	101000000
chr6	101100000	101200000
chr6	101300000	108100000
chr6	108900000	112500000
chr6	121400000	122300000
chr6	122900000	124400000
chr6	128600000	128700000
chr6	128900000	134000000
chr6	137800000	140200000
chr6	140800000	142700000
chr11	6900000	7000000
chr11	7200000	8500000
chr11	8900000	19800000
chr11	21700000	21900000
chr11	23900000	29500000
chr11	29800000	30100000
chr11	30300000	30600000
chr11	31000000	31600000
chr11	33700000	35700000
chr11	35900000	43500000
chr11	43700000	44700000
chr11	44800000	45800000
chr11	46300000	49700000
chr11	55200000	55300000
chr11	55500000	57500000
chr11	58400000	58700000
chr11	63500000	63800000
chr11	64100000	67000000
chr11	67100000	67800000
chr11	71000000	72100000
chr11	72800000	74600000
chr11	80900000	82600000
chr11	83100000	83200000
chr11	89200000	93900000
chr11	99500000	100000000
chr11	104700000	105100000
