chr7	5100000	6100000	TSS	chr7	5116910	5116911	Rfpl4	1
chr7	5100000	6100000	TSS	chr7	5124119	5124120	AC162893.2	1
chr7	5100000	6100000	TSS	chr7	5125949	5125950	Rasl2-9	1
chr7	5100000	6100000	TSS	chr7	5127714	5127715	AC162893.1	1
chr7	5100000	6100000	TSS	chr7	5147500	5147501	Vmn1r55	1
chr7	5100000	6100000	TSS	chr7	5196746	5196747	Vmn1r56	1
chr7	5100000	6100000	TSS	chr7	5220477	5220478	Vmn1r57	1
chr7	5100000	6100000	TSS	chr7	5277449	5277450	U6	1
chr7	5100000	6100000	TSS	chr7	5351034	5351035	Nlrp2	1
chr7	5100000	6100000	TSS	chr7	5350541	5350542	Gm5065	1
chr7	5100000	6100000	TSS	chr7	5413144	5413145	Vmn1r58	1
chr7	5100000	6100000	TSS	chr7	5454837	5454838	Vmn1r59	1
chr7	5100000	6100000	TSS	chr7	5493850	5493851	Vmn2r28	1
chr7	5100000	6100000	TSS	chr7	5545128	5545129	Vmn1r60	1
chr7	5100000	6100000	TSS	chr7	5573074	5573075	Vmn1r-ps40	1
chr7	5100000	6100000	TSS	chr7	5611312	5611313	Vmn1r61	1
chr7	5100000	6100000	TSS	chr7	5674603	5674604	Vmn1r62	1
chr7	5100000	6100000	TSS	chr7	5674626	5674627	Vmn1r62	1
chr7	5100000	6100000	TSS	chr7	5805444	5805445	Vmn1r63	1
chr7	5100000	6100000	TSS	chr7	5803630	5803631	Vmn1r63	1
chr7	5100000	6100000	TSS	chr7	5884541	5884542	Vmn1r64	1
chr7	5100000	6100000	TSS	chr7	5905018	5905019	Gm20399	1
chr7	5100000	6100000	TSS	chr7	5930454	5930455	Vmn1r-ps45	1
chr7	5100000	6100000	TSS	chr7	5967215	5967216	Vmn1r-ps46	1
chr7	5100000	6100000	TSS	chr7	6011009	6011010	Vmn1r65	1
chr7	5100000	6100000	TSS	chr7	6019021	6019022	Gm5321	1
chr7	5100000	6100000	TSS	chr7	6045160	6045161	Nlrp4c	1
chr7	6400000	6600000	TSS	chr7	6405383	6405384	Gm16307	1
chr7	6400000	6600000	TSS	chr7	6410276	6410277	Gm20715	1
chr7	6400000	6600000	TSS	chr7	6439835	6439836	Olfr1344	1
chr7	6400000	6600000	TSS	chr7	6460510	6460511	Olfr1336	1
chr7	6400000	6600000	TSS	chr7	6474087	6474088	Olfr1346	1
chr7	6400000	6600000	TSS	chr7	6486812	6486813	Olfr5	1
chr7	6400000	6600000	TSS	chr7	6488875	6488876	Olfr1347	1
chr7	6400000	6600000	TSS	chr7	6502324	6502325	Olfr1348	1
chr7	6400000	6600000	TSS	chr7	6512234	6512235	n-R5s150	1
chr7	6400000	6600000	TSS	chr7	6515448	6515449	Olfr1349	1
chr7	6400000	6600000	TSS	chr7	6569992	6569993	Olfr1350	1
chr7	7200000	12800000	TSS	chr7	7209997	7209998	Zfp772	1
chr7	7200000	12800000	TSS	chr7	7278288	7278289	Vmn2r29	1
chr7	7200000	12800000	H3K27ac	chr7	7298075	7299912	1837
chr7	7200000	12800000	TSS	chr7	7299510	7299511	Clcn4-2	1
chr7	7200000	12800000	TSS	chr7	7298890	7298891	AC149056.1	1
chr7	7200000	12800000	TSS	chr7	7337530	7337531	Vmn2r30	1
chr7	7200000	12800000	TSS	chr7	7374635	7374636	Gm3912	1
chr7	7200000	12800000	TSS	chr7	7399626	7399627	Vmn2r31	1
chr7	7200000	12800000	TSS	chr7	7441298	7441299	Vmn2r-ps36	1
chr7	7200000	12800000	TSS	chr7	7479972	7479973	Vmn2r32	1
chr7	7200000	12800000	TSS	chr7	7506877	7506878	Gm3563	1
chr7	7200000	12800000	TSS	chr7	7566785	7566786	Vmn2r33	1
chr7	7200000	12800000	TSS	chr7	7596548	7596549	Gm7648	1
chr7	7200000	12800000	TSS	chr7	7614770	7614771	Gm7651	1
chr7	7200000	12800000	TSS	chr7	7645328	7645329	Vmn2r-ps37	1
chr7	7200000	12800000	TSS	chr7	7689512	7689513	Vmn2r34	1
chr7	7200000	12800000	TSS	chr7	7720204	7720205	Vmn2r-ps38	1
chr7	7200000	12800000	TSS	chr7	7819866	7819867	Vmn2r35	1
chr7	7200000	12800000	TSS	chr7	7858603	7858604	Vmn2r-ps40	1
chr7	7200000	12800000	TSS	chr7	7902461	7902462	Vmn2r36	1
chr7	7200000	12800000	TSS	chr7	7920810	7920811	Gm7230	1
chr7	7200000	12800000	TSS	chr7	7929961	7929962	Gm20504	1
chr7	7200000	12800000	TSS	chr7	7964377	7964378	Gm3978	1
chr7	7200000	12800000	TSS	chr7	7978154	7978155	Gm20438	1
chr7	7200000	12800000	TSS	chr7	7986445	7986446	Gm18200	1
chr7	7200000	12800000	TSS	chr7	8035142	8035143	Gm4073	1
