chr7	3100000	5100000	TSS	chr7	3111949	3111950	Gm7353	1
chr7	3100000	5100000	H3K27ac	chr7	3163884	3171031	7147	
chr7	3100000	5100000	TSS	chr7	3169202	3169203	AU018091	1
chr7	3100000	5100000	H3K27ac	chr7	3180712	3181646	934	
chr7	3100000	5100000	H3K27ac	chr7	3183818	3186097	2279	
chr7	3100000	5100000	TSS	chr7	3218625	3218626	Mir290	1
chr7	3100000	5100000	TSS	chr7	3218918	3218919	Mir291a	1
chr7	3100000	5100000	TSS	chr7	3219188	3219189	Mir292	1
chr7	3100000	5100000	TSS	chr7	3219481	3219482	Mir291b	1
chr7	3100000	5100000	TSS	chr7	3220342	3220343	Mir293	1
chr7	3100000	5100000	TSS	chr7	3220640	3220641	Mir294	1
chr7	3100000	5100000	TSS	chr7	3220772	3220773	Mir295	1
chr7	3100000	5100000	H3K27ac	chr7	3227710	3228579	869	
chr7	3100000	5100000	H3K27ac	chr7	3232755	3233978	1223	
chr7	3100000	5100000	H3K27ac	chr7	3237140	3238145	1005	
chr7	3100000	5100000	H3K27ac	chr7	3251027	3252121	1094	
chr7	3100000	5100000	TSS	chr7	3249739	3249740	Nlrp12	1
chr7	3100000	5100000	H3K27ac	chr7	3260544	3262158	1614	
chr7	3100000	5100000	H3K27ac	chr7	3264268	3269709	5441	
chr7	3100000	5100000	H3K27ac	chr7	3276881	3277470	589	
chr7	3100000	5100000	H3K27ac	chr7	3279874	3281073	1199	
chr7	3100000	5100000	H3K27ac	chr7	3282218	3283203	985	
chr7	3100000	5100000	TSS	chr7	3289037	3289038	Myadm	1
chr7	3100000	5100000	H3K27ac	chr7	3298847	3305716	6869	
chr7	3100000	5100000	TSS	chr7	3303531	3303532	Prkcg	1
chr7	3100000	5100000	H3K27ac	chr7	3331938	3333580	1642	
chr7	3100000	5100000	TSS	chr7	3332954	3332955	Cacng7	1
chr7	3100000	5100000	H3K27ac	chr7	3345320	3351563	6243	
chr7	3100000	5100000	H3K27ac	chr7	3352591	3354124	1533	
chr7	3100000	5100000	H3K27ac	chr7	3359910	3362044	2134	
chr7	3100000	5100000	H3K27ac	chr7	3365171	3373888	8717	
chr7	3100000	5100000	H3K27ac	chr7	3388408	3389082	674	
chr7	3100000	5100000	TSS	chr7	3394116	3394117	Cacng8	1
chr7	3100000	5100000	H3K27ac	chr7	3410819	3415901	5082	
chr7	3100000	5100000	TSS	chr7	3415065	3415066	AC217111.1	1
chr7	3100000	5100000	TSS	chr7	3424661	3424662	Cacng6	1
chr7	3100000	5100000	H3K27ac	chr7	3474050	3475411	1361	
chr7	3100000	5100000	TSS	chr7	3502464	3502465	Tarm1	1
chr7	3100000	5100000	H3K27ac	chr7	3575651	3580251	4600	
chr7	3100000	5100000	H3K27ac	chr7	3584826	3587273	2447	
chr7	3100000	5100000	H3K27ac	chr7	3594594	3595651	1057	
